customer_id,avg_basket_30d,recency_days,nb_orders_90d,category_pref,week
6176,88.41,7.7,3,Sport,reference_S-8_a_S-1
6177,58.96,35.7,6,Mode,reference_S-8_a_S-1
6178,15.42,20.2,1,Mode,reference_S-8_a_S-1
6179,74.83,11.7,5,Livres,reference_S-8_a_S-1
6180,116.92,11.3,4,Sport,reference_S-8_a_S-1
6181,63.08,6.4,4,Sport,reference_S-8_a_S-1
6182,11.3,11.0,4,Maison,reference_S-8_a_S-1
6183,37.04,16.0,1,Beaute,reference_S-8_a_S-1
6184,68.86,8.1,1,Sport,reference_S-8_a_S-1
6185,34.31,18.8,9,Maison,reference_S-8_a_S-1
6186,16.54,29.6,6,Livres,reference_S-8_a_S-1
6187,95.31,2.5,4,Electronique,reference_S-8_a_S-1
6188,33.15,9.0,2,Livres,reference_S-8_a_S-1
6189,116.97,7.9,3,Mode,reference_S-8_a_S-1
6190,27.05,17.4,4,Maison,reference_S-8_a_S-1
6191,31.6,4.3,4,Electronique,reference_S-8_a_S-1
6192,25.29,15.3,2,Maison,reference_S-8_a_S-1
6193,36.55,31.5,1,Maison,reference_S-8_a_S-1
6194,58.27,8.1,4,Livres,reference_S-8_a_S-1
6195,17.37,36.3,1,Livres,reference_S-8_a_S-1
6196,14.43,74.8,4,Livres,reference_S-8_a_S-1
6197,7.49,1.7,5,Mode,reference_S-8_a_S-1
6198,6.45,4.0,2,Livres,reference_S-8_a_S-1
6199,11.44,45.1,4,Maison,reference_S-8_a_S-1
6200,26.89,47.7,2,Beaute,reference_S-8_a_S-1
6201,47.67,1.5,3,Electronique,reference_S-8_a_S-1
6202,55.97,0.2,4,Maison,reference_S-8_a_S-1
6203,46.04,2.6,4,Livres,reference_S-8_a_S-1
6204,108.23,82.9,3,Livres,reference_S-8_a_S-1
6205,131.44,3.0,5,Sport,reference_S-8_a_S-1
6206,33.27,10.5,3,Sport,reference_S-8_a_S-1
6207,17.65,28.3,2,Electronique,reference_S-8_a_S-1
6208,157.88,0.3,1,Sport,reference_S-8_a_S-1
6209,93.11,13.9,4,Maison,reference_S-8_a_S-1
6210,88.52,4.9,2,Electronique,reference_S-8_a_S-1
6211,25.99,29.7,4,Electronique,reference_S-8_a_S-1
6212,76.12,5.0,5,Electronique,reference_S-8_a_S-1
6213,46.32,17.4,0,Sport,reference_S-8_a_S-1
6214,39.32,16.8,2,Electronique,reference_S-8_a_S-1
6215,39.27,3.8,2,Maison,reference_S-8_a_S-1
6216,60.21,0.5,2,Mode,reference_S-8_a_S-1
6217,110.57,7.9,1,Maison,reference_S-8_a_S-1
6218,166.38,5.1,2,Sport,reference_S-8_a_S-1
6219,29.93,24.8,2,Sport,reference_S-8_a_S-1
6220,48.3,24.2,7,Maison,reference_S-8_a_S-1
6221,38.56,9.2,2,Maison,reference_S-8_a_S-1
6222,57.38,14.0,3,Mode,reference_S-8_a_S-1
6223,34.89,13.9,1,Beaute,reference_S-8_a_S-1
6224,23.46,26.3,4,Mode,reference_S-8_a_S-1
6225,29.96,8.3,2,Mode,reference_S-8_a_S-1
6226,26.31,4.8,3,Sport,reference_S-8_a_S-1
6227,37.1,4.6,5,Mode,reference_S-8_a_S-1
6228,12.32,11.5,3,Beaute,reference_S-8_a_S-1
6229,26.74,8.9,3,Mode,reference_S-8_a_S-1
6230,56.98,8.7,3,Sport,reference_S-8_a_S-1
6231,56.67,1.4,4,Electronique,reference_S-8_a_S-1
6232,50.36,19.0,6,Mode,reference_S-8_a_S-1
6233,104.23,3.6,5,Mode,reference_S-8_a_S-1
6234,58.61,3.3,1,Beaute,reference_S-8_a_S-1
6235,101.97,8.0,4,Livres,reference_S-8_a_S-1
6236,166.46,3.9,1,Maison,reference_S-8_a_S-1
6237,77.45,13.2,3,Beaute,reference_S-8_a_S-1
6238,12.38,7.0,4,Sport,reference_S-8_a_S-1
6239,51.85,8.9,4,Livres,reference_S-8_a_S-1
6240,46.38,11.6,5,Beaute,reference_S-8_a_S-1
6241,116.85,3.4,3,Electronique,reference_S-8_a_S-1
6242,38.17,2.5,1,Sport,reference_S-8_a_S-1
6243,20.71,31.9,1,Maison,reference_S-8_a_S-1
6244,28.07,8.5,4,Electronique,reference_S-8_a_S-1
6245,12.87,8.0,5,Mode,reference_S-8_a_S-1
6246,149.25,0.5,2,Livres,reference_S-8_a_S-1
6247,42.28,10.3,4,Livres,reference_S-8_a_S-1
6248,14.14,12.1,6,Sport,reference_S-8_a_S-1
6249,123.86,12.3,3,Livres,reference_S-8_a_S-1
6250,137.8,18.4,3,Beaute,reference_S-8_a_S-1
6251,47.58,2.9,3,Electronique,reference_S-8_a_S-1
6252,11.7,4.4,2,Mode,reference_S-8_a_S-1
6253,28.65,25.0,4,Electronique,reference_S-8_a_S-1
6254,35.0,44.1,2,Electronique,reference_S-8_a_S-1
6255,43.38,2.2,1,Electronique,reference_S-8_a_S-1
6256,15.95,10.3,2,Maison,reference_S-8_a_S-1
6257,81.86,3.6,2,Beaute,reference_S-8_a_S-1
6258,3.96,0.9,4,Beaute,reference_S-8_a_S-1
6259,91.09,5.9,4,Maison,reference_S-8_a_S-1
6260,104.34,2.3,3,Livres,reference_S-8_a_S-1
6261,31.06,18.6,4,Maison,reference_S-8_a_S-1
6262,39.63,11.4,4,Beaute,reference_S-8_a_S-1
6263,113.14,2.3,1,Maison,reference_S-8_a_S-1
6264,67.02,0.1,5,Mode,reference_S-8_a_S-1
6265,31.98,24.8,4,Livres,reference_S-8_a_S-1
6266,35.15,2.9,1,Mode,reference_S-8_a_S-1
6267,60.45,14.0,5,Maison,reference_S-8_a_S-1
6268,140.53,6.2,4,Mode,reference_S-8_a_S-1
6269,36.03,13.2,1,Sport,reference_S-8_a_S-1
6270,31.18,5.7,2,Livres,reference_S-8_a_S-1
6271,43.14,1.4,4,Electronique,reference_S-8_a_S-1
6272,43.34,3.8,2,Beaute,reference_S-8_a_S-1
6273,52.98,3.1,6,Electronique,reference_S-8_a_S-1
6274,39.73,8.4,4,Mode,reference_S-8_a_S-1
6275,94.79,16.1,6,Electronique,reference_S-8_a_S-1
6276,19.29,4.6,4,Sport,reference_S-8_a_S-1
6277,57.33,0.2,4,Electronique,reference_S-8_a_S-1
6278,58.97,11.0,2,Maison,reference_S-8_a_S-1
6279,20.9,14.0,1,Mode,reference_S-8_a_S-1
6280,56.92,49.4,3,Electronique,reference_S-8_a_S-1
6281,60.09,13.4,2,Sport,reference_S-8_a_S-1
6282,1.88,9.6,4,Electronique,reference_S-8_a_S-1
6283,17.63,12.8,5,Electronique,reference_S-8_a_S-1
6284,119.47,39.4,0,Mode,reference_S-8_a_S-1
6285,25.57,26.4,5,Maison,reference_S-8_a_S-1
6286,14.1,5.9,3,Sport,reference_S-8_a_S-1
6287,6.1,4.1,3,Electronique,reference_S-8_a_S-1
6288,16.11,4.6,5,Electronique,reference_S-8_a_S-1
6289,38.42,10.5,0,Mode,reference_S-8_a_S-1
6290,13.11,20.4,3,Mode,reference_S-8_a_S-1
6291,67.65,10.5,1,Beaute,reference_S-8_a_S-1
6292,20.56,1.1,2,Sport,reference_S-8_a_S-1
6293,53.28,19.3,3,Maison,reference_S-8_a_S-1
6294,108.23,24.6,1,Mode,reference_S-8_a_S-1
6295,103.75,5.1,1,Sport,reference_S-8_a_S-1
6296,52.61,16.4,4,Beaute,reference_S-8_a_S-1
6297,15.1,8.3,5,Maison,reference_S-8_a_S-1
6298,40.52,33.0,5,Sport,reference_S-8_a_S-1
6299,53.89,28.0,2,Sport,reference_S-8_a_S-1
6300,186.66,11.2,2,Maison,reference_S-8_a_S-1
6301,6.03,17.6,3,Mode,reference_S-8_a_S-1
6302,40.63,32.2,5,Sport,reference_S-8_a_S-1
6303,65.95,10.3,6,Electronique,reference_S-8_a_S-1
6304,45.77,5.6,3,Sport,reference_S-8_a_S-1
6305,49.64,21.0,1,Beaute,reference_S-8_a_S-1
6306,21.7,3.7,2,Beaute,reference_S-8_a_S-1
6307,80.88,7.4,2,Maison,reference_S-8_a_S-1
6308,43.36,30.1,2,Electronique,reference_S-8_a_S-1
6309,49.51,19.3,2,Electronique,reference_S-8_a_S-1
6310,86.85,7.8,2,Sport,reference_S-8_a_S-1
6311,32.78,3.6,3,Beaute,reference_S-8_a_S-1
6312,99.97,6.6,4,Sport,reference_S-8_a_S-1
6313,12.65,5.0,3,Electronique,reference_S-8_a_S-1
6314,51.63,2.9,2,Livres,reference_S-8_a_S-1
6315,20.5,20.4,2,Livres,reference_S-8_a_S-1
6316,15.86,4.4,5,Mode,reference_S-8_a_S-1
6317,139.46,9.1,3,Maison,reference_S-8_a_S-1
6318,13.35,7.3,2,Sport,reference_S-8_a_S-1
6319,44.01,60.3,1,Sport,reference_S-8_a_S-1
6320,12.31,7.4,5,Livres,reference_S-8_a_S-1
6321,95.84,1.3,2,Electronique,reference_S-8_a_S-1
6322,30.14,1.4,2,Maison,reference_S-8_a_S-1
6323,86.54,13.4,5,Sport,reference_S-8_a_S-1
6324,64.36,13.7,2,Beaute,reference_S-8_a_S-1
6325,169.01,8.1,3,Beaute,reference_S-8_a_S-1
6326,9.83,8.5,0,Livres,reference_S-8_a_S-1
6327,17.49,0.8,0,Maison,reference_S-8_a_S-1
6328,83.36,10.9,1,Beaute,reference_S-8_a_S-1
6329,53.48,,4,Mode,reference_S-8_a_S-1
6330,34.75,2.4,6,Mode,reference_S-8_a_S-1
6331,149.02,1.6,3,Mode,reference_S-8_a_S-1
6332,41.69,2.0,1,Beaute,reference_S-8_a_S-1
6333,21.22,1.6,0,Livres,reference_S-8_a_S-1
6334,87.25,14.1,0,Mode,reference_S-8_a_S-1
6335,42.77,3.3,0,Electronique,reference_S-8_a_S-1
6336,45.37,4.3,1,Beaute,reference_S-8_a_S-1
6337,68.27,2.9,3,Maison,reference_S-8_a_S-1
6338,70.16,47.5,5,Livres,reference_S-8_a_S-1
6339,17.26,,7,Mode,reference_S-8_a_S-1
6340,33.15,3.9,0,Electronique,reference_S-8_a_S-1
6341,11.21,6.0,4,Maison,reference_S-8_a_S-1
6342,54.07,3.5,2,Electronique,reference_S-8_a_S-1
6343,137.83,10.2,2,Mode,reference_S-8_a_S-1
6344,17.95,0.3,4,Electronique,reference_S-8_a_S-1
6345,9.07,16.7,0,Electronique,reference_S-8_a_S-1
6346,24.4,11.1,3,Electronique,reference_S-8_a_S-1
6347,34.51,34.3,1,Livres,reference_S-8_a_S-1
6348,70.6,2.7,3,Mode,reference_S-8_a_S-1
6349,31.65,24.5,6,Mode,reference_S-8_a_S-1
6350,54.79,23.6,3,Beaute,reference_S-8_a_S-1
6351,27.6,2.0,5,Sport,reference_S-8_a_S-1
6352,36.05,7.6,2,Maison,reference_S-8_a_S-1
6353,20.59,2.8,1,Sport,reference_S-8_a_S-1
6354,15.06,4.4,4,Beaute,reference_S-8_a_S-1
6355,72.39,4.6,7,Beaute,reference_S-8_a_S-1
6356,29.24,12.2,2,Maison,reference_S-8_a_S-1
6357,57.73,8.0,4,Beaute,reference_S-8_a_S-1
6358,20.3,44.3,4,Maison,reference_S-8_a_S-1
6359,41.9,2.0,0,Mode,reference_S-8_a_S-1
6360,4.09,54.6,5,Beaute,reference_S-8_a_S-1
6361,31.09,3.9,7,Maison,reference_S-8_a_S-1
6362,22.31,22.2,1,Livres,reference_S-8_a_S-1
6363,93.23,6.2,2,Electronique,reference_S-8_a_S-1
6364,12.83,2.3,3,Mode,reference_S-8_a_S-1
6365,37.25,29.3,1,Livres,reference_S-8_a_S-1
6366,53.58,5.5,2,Electronique,reference_S-8_a_S-1
6367,84.51,16.1,2,Livres,reference_S-8_a_S-1
6368,76.64,12.5,1,Livres,reference_S-8_a_S-1
6369,39.61,9.6,7,Beaute,reference_S-8_a_S-1
6370,44.06,10.3,0,Maison,reference_S-8_a_S-1
6371,93.18,19.8,8,Maison,reference_S-8_a_S-1
6372,39.02,1.4,3,Beaute,reference_S-8_a_S-1
6373,47.7,16.5,3,Sport,reference_S-8_a_S-1
6374,95.26,33.9,0,Maison,reference_S-8_a_S-1
6375,184.35,0.9,3,Livres,reference_S-8_a_S-1
6376,50.81,2.3,1,Sport,reference_S-8_a_S-1
6377,61.36,18.9,3,Livres,reference_S-8_a_S-1
6378,75.06,8.6,1,Electronique,reference_S-8_a_S-1
6379,94.65,7.8,1,Electronique,reference_S-8_a_S-1
6380,85.96,2.2,5,Maison,reference_S-8_a_S-1
6381,25.8,10.6,4,Mode,reference_S-8_a_S-1
6382,53.35,2.0,9,Sport,reference_S-8_a_S-1
6383,86.37,9.7,2,Electronique,reference_S-8_a_S-1
6384,108.33,21.6,2,Livres,reference_S-8_a_S-1
6385,37.3,4.5,2,Mode,reference_S-8_a_S-1
6386,52.4,9.8,2,Mode,reference_S-8_a_S-1
6387,56.91,72.5,4,Mode,reference_S-8_a_S-1
6388,42.95,17.4,1,Maison,reference_S-8_a_S-1
6389,51.41,27.6,2,Electronique,reference_S-8_a_S-1
6390,258.45,8.0,2,Electronique,reference_S-8_a_S-1
6391,36.08,21.9,3,Sport,reference_S-8_a_S-1
6392,38.33,0.6,1,Electronique,reference_S-8_a_S-1
6393,8.01,2.0,1,Electronique,reference_S-8_a_S-1
6394,6.52,3.4,5,Sport,reference_S-8_a_S-1
6395,59.85,7.7,4,Electronique,reference_S-8_a_S-1
6396,86.61,28.0,7,Mode,reference_S-8_a_S-1
6397,75.95,6.4,1,Electronique,reference_S-8_a_S-1
6398,20.25,15.9,2,Mode,reference_S-8_a_S-1
6399,72.87,18.5,5,Sport,reference_S-8_a_S-1
6400,37.85,13.2,4,Electronique,reference_S-8_a_S-1
6401,30.81,,5,Beaute,reference_S-8_a_S-1
6402,11.55,12.9,4,Livres,reference_S-8_a_S-1
6403,22.6,6.3,3,Electronique,reference_S-8_a_S-1
6404,60.86,1.3,4,Livres,reference_S-8_a_S-1
6405,52.93,74.0,6,Mode,reference_S-8_a_S-1
6406,47.33,2.0,4,Electronique,reference_S-8_a_S-1
6407,3.5,1.1,6,Electronique,reference_S-8_a_S-1
6408,47.7,31.6,2,Mode,reference_S-8_a_S-1
6409,25.47,5.4,4,Maison,reference_S-8_a_S-1
6410,53.22,15.8,0,Mode,reference_S-8_a_S-1
6411,96.59,6.0,3,Beaute,reference_S-8_a_S-1
6412,28.81,7.5,1,Sport,reference_S-8_a_S-1
6413,45.1,4.6,4,Mode,reference_S-8_a_S-1
6414,148.43,6.3,2,Sport,reference_S-8_a_S-1
6415,51.27,7.9,3,Livres,reference_S-8_a_S-1
6416,40.95,19.1,4,Electronique,reference_S-8_a_S-1
6417,20.55,10.7,5,Mode,reference_S-8_a_S-1
6418,74.29,43.1,2,Maison,reference_S-8_a_S-1
6419,17.45,0.6,4,Maison,reference_S-8_a_S-1
6420,99.49,10.5,5,Maison,reference_S-8_a_S-1
6421,67.01,13.2,4,Mode,reference_S-8_a_S-1
6422,26.25,37.9,5,Sport,reference_S-8_a_S-1
6423,21.18,0.8,1,Maison,reference_S-8_a_S-1
6424,21.64,12.8,3,Maison,reference_S-8_a_S-1
6425,6.66,28.8,5,Electronique,reference_S-8_a_S-1
6426,58.81,4.2,1,Maison,reference_S-8_a_S-1
6427,4.16,31.3,0,Mode,reference_S-8_a_S-1
6428,38.95,0.3,1,Maison,reference_S-8_a_S-1
6429,37.0,19.8,2,Livres,reference_S-8_a_S-1
6430,31.99,40.6,3,Maison,reference_S-8_a_S-1
6431,58.52,16.1,1,Electronique,reference_S-8_a_S-1
6432,26.3,8.7,2,Mode,reference_S-8_a_S-1
6433,47.79,0.7,2,Beaute,reference_S-8_a_S-1
6434,99.47,37.9,5,Sport,reference_S-8_a_S-1
6435,63.59,9.5,1,Maison,reference_S-8_a_S-1
6436,29.72,0.4,3,Electronique,reference_S-8_a_S-1
6437,41.92,17.6,2,Maison,reference_S-8_a_S-1
6438,32.02,9.9,4,Maison,reference_S-8_a_S-1
6439,36.58,2.0,5,Livres,reference_S-8_a_S-1
6440,48.89,,3,Maison,reference_S-8_a_S-1
6441,11.0,1.0,3,Sport,reference_S-8_a_S-1
6442,8.42,12.8,3,Maison,reference_S-8_a_S-1
6443,18.98,14.6,2,Mode,reference_S-8_a_S-1
6444,60.54,10.6,3,Beaute,reference_S-8_a_S-1
6445,66.58,25.5,6,Maison,reference_S-8_a_S-1
6446,73.7,29.6,2,Livres,reference_S-8_a_S-1
6447,19.69,14.3,1,Maison,reference_S-8_a_S-1
6448,44.9,0.2,3,Electronique,reference_S-8_a_S-1
6449,30.49,17.8,1,Sport,reference_S-8_a_S-1
6450,37.8,8.1,4,Electronique,reference_S-8_a_S-1
6451,30.05,12.5,5,Mode,reference_S-8_a_S-1
6452,50.98,15.7,2,Mode,reference_S-8_a_S-1
6453,23.57,6.5,3,Sport,reference_S-8_a_S-1
6454,92.08,37.4,0,Maison,reference_S-8_a_S-1
6455,92.64,2.2,1,Electronique,reference_S-8_a_S-1
6456,59.19,16.7,7,Maison,reference_S-8_a_S-1
6457,84.85,0.1,6,Mode,reference_S-8_a_S-1
6458,10.55,38.8,2,Livres,reference_S-8_a_S-1
6459,95.74,1.8,2,Maison,reference_S-8_a_S-1
