transaction_id,customer_id,product_category,amount,currency,transaction_date,country,payment_method,status
100299,5510.0,livres,43.24,,2026/07/20 09:34,be,paypal,refunded
102045,5004.0,Electroniqe,67.28,EUR,01-23-2026,BE,cheque,completed
101295,5136.0,beauté,22.44,eur,2026/02/12 15:58,Belgique,-,failed
101357,5084.0, mode,34.9,EUR,2026-03-09,be,cheque,completed
101422,5786.0, mode,17.66,EUR,16-Sep-2026,BE,carte_bancaire,completed
102482,5059.0,MODE,147.42,EUR,09-17-2025,Allemagne,virement,COMPLETED 
100139,5070.0,Sport,8.1,EUR,02-Jun-2025,BE,cheque,failed
102603,5049.0,Maisons,8.41,EUR,2025/06/08 09:51,be,cheque,Completed
100246,5776.0,Electronique,16.0,,08-01-2025,be,virement,Completed
100900,5408.0, mode,34.19,EUR,18-Sep-2026,BE,virement,Completed
102130,5610.0,BEAUTE,36.4,EUR,08-04-2026,de,carte_bancaire,Completed
101681,5775.0,Livres,24.0,eur,2026-05-16,France,virement,refunded
102334,5262.0,Beaute,54.67,EUR,04-Feb-2026,fr,paypal,completed
100889,5264.0,SPORT,-66.54,EUR,08-Feb-2026,SUISSE,carte_bancaire,failed
101268,5686.0,livres,12.65,EUR,06/08/2025,BE,virement,failed
101926,5607.0,Electronique,,EUR,08/06/2026,SUISSE,carte_bancaire,COMPLETED 
101620,5304.0,Sports,-27.17,EUR,12-13-2025,CH,paypal,COMPLETED 
100700,5366.0,SPORT,15.33,EUR,13-Mar-2026,United States,-999,completed
101061,5023.0,Mode,1.89,EUR,03-May-2025,DE,virement,refunded
100485,5308.0,sport,6.82,EUR,27-Aug-2026,France,paypal,COMPLETED 
101356,5014.0,MAISON ,15.0,EUR,07-Aug-2025,ch,carte_bancaire,refunded
102310,5011.0,MAISON ,NULL,eur,09/08/2026,de,virement,refunded
102181,5755.0,beauté,17.78,EUR,20-Jun-2025,GERMANY,virement,COMPLETED 
100761,5025.0,sport,27.38,,01/03/2026,États-Unis,carte_bancaire,pending
100105,5378.0,MODE,29.02,,06-12-2026,GERMANY,cheque,failed
100321,5718.0,Beaute,"41,91€",EUR,unknown,be,virement,failed
102707,5038.0,ELECTRONIQUE,25.07,EUR,08-04-2025,be,cheque,pending
100188,5674.0,maison,11.45,EUR,05/07/2025,DE,cheque,completed
100772,5534.0,Maison,43.34,,2025/06/18 13:35,BE,virement,failed
102496,5764.0,Modes,19.09,EUR,11-Jul-2026,fr,virement,COMPLETED 
101451,5667.0,MAISON ,113.52,EUR,07-11-2025,France,paypal,pending
102354,5138.0,Sports,73.02,EUR,11-18-2025,CH,paypal,pending
102175,5403.0,Sport,46.55,,14/06/2026,Belgique,carte_bancaire,failed
101406,5023.0,livres,50.77,EUR,22/04/2026,fr,paypal,completed
100002,5681.0,BEAUTE,9.08,EUR,2025/06/26 11:12,CH,carte_bancaire,failed
102216,5204.0,Mode,16.56,EUR,17/04/2026,SUISSE,carte_bancaire,pending
101398,5680.0,Electronique,72.27,USD,23-May-2025,CH,virement,completed
101361,5137.0,LIVRES,41.32,EUR,2026/06/30 00:31,BELGIQUE,carte_bancaire,COMPLETED 
101657,5245.0,livres,40155.0,EUR,2025/04/05 12:50,DE,cheque,completed
100051,5040.0,SPORT,17.35,EUR,2025/07/16 13:30,France,paypal,Completed
101624,5493.0,livres,132.42,EUR,2025/05/02 19:15,Suisse,virement,Completed
100063,5161.0,Électronique,8.36,USD,04-02-2026,de,cheque,failed
102789,5571.0,Livre,28.88,EUR,2025/05/03 17:46,États-Unis,paypal,COMPLETED 
102553,5523.0,Maisons,unknown,EUR,2025-08-07,Etats-Unis,carte_bancaire,failed
102530,5458.0,Livres,-37.57,EUR,2025-09-24,USA,paypal,failed
101090,5223.0,Sport,23.0,EUR,11/08/2026,de,virement,completed
101465,5173.0, mode,41.67,EUR,2025/10/11 08:34,fr,paypal,completed
101896,5163.0,Livres,?,EUR,06-Dec-2025,ch,virement,completed
100052,5179.0,Sports,13.34,,08-17-2025,BELGIQUE,cheque,failed
102807,5157.0,livres,11.59,EUR,2025-04-14,United States,cheque,COMPLETED 
102763,5673.0,Maison,13.9,EUR,25/04/2025,fr,virement,pending
102551,5667.0,livres,4.52,eur,2025-08-20,FR,carte_bancaire,COMPLETED 
100014,5784.0,MODE,35.44,EUR,2025/08/24 00:56,France,virement,failed
100544,5788.0,Livre,-2.65,EUR,10/09/2025,États-Unis,carte_bancaire,Completed
100098,5577.0,Electroniqe,20.73,EUR,2026/08/31 20:45,Francia,carte_bancaire,refunded
100450,5446.0,Modes,23.19,EUR,07-28-2026,Francia,paypal,completed
102515,5596.0,Ã‰lectronique,32.95,EUR,19/09/2025,SUISSE,cheque,refunded
100044,5257.0,Mode,6.48,EUR,06-May-2025,Suisse,paypal,COMPLETED 
101001,5663.0,Mode,,EUR,04-03-2026,Belgique,paypal,pending
101831,5726.0,maison,30.26,,12-20-2025,GERMANY,virement,failed
100829,5391.0,maison,19.04,EUR,13/07/2026,GERMANY,virement,refunded
100598,5713.0,livres,16.45,EUR,29-Mar-2025,DE,cheque,pending
100408,5351.0,MODE,27.34,EUR,05-Mar-2026,DE,paypal,Completed
100067,5108.0,electronique ,44.78,EUR,18-Dec-2025,Belgique,virement,pending
100256,5799.0, mode,76.72,EUR,05-02-2025,Belgique,cheque,Completed
102028,5569.0,LIVRES,29.63,EUR,-999,GERMANY,carte_bancaire,completed
102303,5137.0,Electronique,30.73,EUR,2026-04-19,CH,virement,completed
101837,5409.0,Livre,"27,05€",EUR,01-28-2026,ch,virement,completed
101702,5213.0,Modes,43.43,EUR,19/09/2025,USA,carte_bancaire,COMPLETED 
102490,5507.0,BEAUTE,24.23,EUR,02-Sep-2026,Etats-Unis,carte_bancaire,failed
101662,5163.0,Beaute,3.63,,2025/10/03 01:49,SUISSE,carte_bancaire,completed
100144,5179.0,Livre,31.0,EUR,10-Nov-2025,fr,cheque,pending
101065,5366.0,BEAUTE,,EUR,06-16-2026,France,virement,completed
101292,5425.0,Beauté ,24.4,EUR,09-04-2026,Allemagne,carte_bancaire,COMPLETED 
102155,5006.0,Beaute,14.09,EUR,22-Dec-2025,Suisse,carte_bancaire,COMPLETED 
100416,5078.0,electronique ,99.09,USD,2025-08-04,BELGIQUE,paypal,Completed
100929,5385.0,Sport,23.12,EUR,05-12-2025,BE,unknown,completed
102022,5013.0,Beauté ,83.48,EUR,09-04-2025,FRANCE,virement,COMPLETED 
100170,5565.0,MODE,11.02,EUR,18-Aug-2026,USA,cheque,refunded
101125,5591.0,beauté,8.74,EUR,07-Apr-2025,ch,cheque,COMPLETED 
100567,5493.0,Électronique,9.9,EUR,08-31-2026,fr,paypal,refunded
101590,5344.0,electronique ,9.35,USD,2026-07-26,Francia,carte_bancaire,Completed
102673,5766.0,Beaute,,EUR,28/05/2025,de,virement,refunded
100134,5740.0,Beaute,10.72,EUR,05-09-2025,CH,carte_bancaire,failed
101717,5505.0,maison,29.12,EUR,06/02/2026,FRANCE,virement,refunded
100642,5611.0,ELECTRONIQUE,-19.42,EUR,2026/04/09 17:20,Belgique,paypal,Completed
101689,5573.0,livres,19.43,,2025/09/25 12:20,fr,carte_bancaire,refunded
100026,5632.0,beauté,18.78,EUR,2026/07/29 21:24,Suisse,paypal,failed
100469,5726.0,MODE,33.24,eur,02/07/2026,United States,cheque,Completed
100900,5408.0, mode,34.19,EUR,18-Sep-2026,BE,virement,Completed
102174,5700.0,Modes,11.57,EUR,12/09/2025,DE,carte_bancaire,COMPLETED 
101538,5761.0,Maisons,8.56,,10/05/2025,US,cheque,Completed
100999,5424.0,Sport,41.07,eur,05-Jul-2026,Suisse,virement,failed
100291,5675.0,Ã‰lectronique,7870.0,EUR,2026/05/20 01:53,Belgique,paypal,pending
101338,5704.0,Electronique,17.3,EUR,2026-05-07,ch,virement,Completed
102247,5109.0,Maisons,7.41,EUR,18/12/2025,ch,paypal,pending
100781,5450.0,Maison,7.38,EUR,21-Dec-2025,de,virement,Completed
100443,5636.0,Beaute,22.64,EUR,26-Aug-2026,GERMANY,cheque,COMPLETED 
102601,5674.0,maison,42.85,EUR,2026-09-02,Suisse,paypal,Completed
102149,5138.0,Electroniqe,5.59,EUR,14-May-2025,Suisse,carte_bancaire,refunded
100449,5386.0,Beauté ,9.46,USD,01-17-2026,FRANCE,carte_bancaire,refunded
101029,5656.0,Beaute,9.77,EUR,2025-06-03,BE,carte_bancaire,refunded
101992,5348.0,livres,71.52,EUR,29/08/2025,France,carte_bancaire,pending
102403,5483.0,BEAUTE,19.21,EUR,2026/02/23 07:29,SUISSE,cheque,COMPLETED 
102750,5221.0,Livres,119.1,EUR,2025-07-29,FRANCE,cheque,failed
100000,5025.0,LIVRES,38.36,EUR,2026-03-08,Belgique,carte_bancaire,completed
101001,5663.0,Mode,,EUR,04-03-2026,Belgique,paypal,pending
101048,5565.0,ELECTRONIQUE,92.66,eur,23/08/2026,fr,virement,refunded
100270,5717.0,ELECTRONIQUE,89.76,eur,14-Jun-2026,fr,virement,pending
100736,5578.0,Beauté ,30.89,EUR,2025/12/18 02:15,Francia,carte_bancaire,COMPLETED 
100298,5294.0,Électronique,50.99,EUR,04/05/2025,Suisse,paypal,pending
100032,5641.0,MODE,24.24,EUR,2026-01-11,CH,virement,Completed
102498,5581.0,SPORT,49.97,EUR,17-Apr-2026,États-Unis,cheque,Completed
100014,,Livres,5.19,EUR,14-Mar-2026,BE,cheque,refunded
100093,5756.0,Livres,18.27,EUR,10/11/2025,États-Unis,NULL,refunded
100411,5165.0,Livre,8.92,EUR,09-May-2026,Allemagne,cheque,refunded
101159,5604.0,maison,18.31,EUR,2025/05/25 04:00,États-Unis,paypal,failed
102362,5444.0,Electroniqe,6.23,EUR,29/03/2026,FRANCE,NULL,completed
102819,5643.0,Sport,4.33,EUR,11-26-2025,DE,cheque,completed
100149,5327.0,MODE,32.05,eur,09-10-2025,Francia,paypal,completed
101600,5773.0, mode,-,,08-21-2026,SUISSE,carte_bancaire,failed
101044,5704.0,electronique ,21.0,EUR,23-May-2026,FR,n/a,COMPLETED 
102153,5060.0,sport,15095.0,EUR,2025/03/29 00:28,ch,cheque,COMPLETED 
100495,5772.0,SPORT,39.85,EUR,30-Mar-2026,BE,cheque,refunded
100332,5409.0,beauté,26.26,,2026/05/28 23:30,SUISSE,paypal,COMPLETED 
102788,5337.0,maison,$16.27,EUR,08-19-2025,États-Unis,paypal,COMPLETED 
102066,5413.0,Sport,"2,73€",EUR,2025-12-29,United States,paypal,failed
101874,5774.0,BEAUTE,-79.78,EUR,30/03/2025,Allemagne,carte_bancaire,failed
100756,5370.0,beauté,38.24,EUR,01-14-2026,GERMANY,paypal,refunded
100798,5536.0,Beauté ,,EUR,2025-12-26,ch,carte_bancaire,COMPLETED 
102274,5624.0,MODE,,EUR,09-03-2026,US,carte_bancaire,COMPLETED 
100203,5473.0,electronique ,"63,33€",EUR,06-22-2025,FR,paypal,failed
100463,5464.0,Livres,29.74,EUR,09-14-2025,BELGIQUE,null,COMPLETED 
100001,5292.0,Sport,51.94,,2026/04/01 22:40,Etats-Unis,virement,completed
102749,5605.0,beauté,20.41,EUR,11-03-2025,GERMANY,virement,completed
101583,5156.0,MODE,25.93,EUR,30-May-2025,BELGIQUE,cheque,COMPLETED 
100555,5018.0,Beaute,$16.93,EUR,2026-02-15,Francia,cheque,COMPLETED 
100174,,livres,31.47,,2026/06/08 23:57,US,paypal,failed
100289,5384.0,livres,14.01,EUR,2025/08/22 08:15,SUISSE,virement,failed
100120,5410.0,Electroniqe,50.0,EUR,2026/05/15 08:46,ch,carte_bancaire,failed
102839,5263.0,Beauté ,21.26,EUR,11-21-2025,fr,paypal,failed
100847,5684.0,Livres,223.58,EUR,13/09/2025,DE,paypal,refunded
102699,5088.0,Maison,,eur,10/08/2025,United States,carte_bancaire,refunded
100432,5226.0,Mode,19.25,EUR,06-28-2025,France,paypal,failed
100119,5324.0,Modes,31.28,,08-10-2026,BE,paypal,refunded
100668,5626.0,maison,18.64,EUR,2026-06-29,fr,cheque,Completed
101200,5397.0,Beauté ,27.46,EUR,2026/06/29 06:01,DE,cheque,Completed
100393,5456.0,Électronique,$127.53,EUR,01-17-2026,France,cheque,COMPLETED 
100434,5508.0,BEAUTE,,EUR,07-13-2025,Belgique,virement,pending
101800,5705.0,Beauté ,135.78,,2026/01/08 14:55,France,carte_bancaire,pending
101721,5562.0,Beauté ,19.42,EUR,2025/04/07 10:27,DE,virement,pending
102728,5759.0,livres,"29,75€",EUR,2025/08/07 15:05,Belgique,paypal,pending
102739,5354.0,sport,106.61,EUR,21-Feb-2026,DE,carte_bancaire,pending
102692,5033.0,livres,23.68,,02/02/2026,BELGIQUE,carte_bancaire,refunded
100805,5384.0,beauté,18.57,EUR,2025/06/13 05:02,France,cheque,completed
100331,5322.0,Ã‰lectronique,10.94,USD,16/08/2025,DE,-,refunded
100528,5492.0,Livre,-30.99,EUR,04-Apr-2025,Belgique,carte_bancaire,Completed
101225,,LIVRES,$21.83,EUR,2025/12/19 09:41,SUISSE,unknown,failed
100801,5800.0,sport,15.42,EUR,2025-09-03,États-Unis,virement,refunded
101089,5080.0,beauté,,EUR,06-15-2025,FR,cheque,Completed
100764,5083.0,Électronique,69.02,,2026-01-18,USA,carte_bancaire,COMPLETED 
100218,5369.0,Électronique,,EUR,06-16-2025,USA,n/a,COMPLETED 
100479,5041.0,BEAUTE,67.2,EUR,2026/05/17 01:17,BE,cheque,COMPLETED 
100790,5403.0,Beaute,36.11,EUR,10/08/2026,Allemagne,paypal,refunded
100478,5098.0,maison,391.89,EUR,2026-07-05,United States,virement,failed
102731,5154.0, mode,12.11,EUR,23-Dec-2025,BE,virement,Completed
100727,5268.0,beauté,33.54,EUR,2025-08-18,SUISSE,cheque,COMPLETED 
100581,5029.0,MODE,16.88,EUR,2026-07-03,CH,virement,COMPLETED 
101157,5364.0,beauté,186.27,,2025/08/20 10:05,États-Unis,virement,completed
102547,5730.0,sport,n/a,EUR,04-Jun-2025,Suisse,cheque,Completed
101688,5435.0,Sports,31.66,EUR,02/06/2026,Belgique,-999,pending
102633,5768.0,MODE,32.47,EUR,2026-04-01,SUISSE,cheque,refunded
100045,5198.0,maison,12.83,EUR,2025/07/29 07:29,Suisse,paypal,completed
102849,5513.0,Livre,-15.1,EUR,26-Oct-2025,United States,carte_bancaire,pending
100240,5297.0,SPORT,12.02,eur,08/11/2025,be,cheque,refunded
100251,5387.0,sport,?,,05-09-2026,GERMANY,carte_bancaire,failed
100990,5079.0,BEAUTE,29.59,EUR,2025-11-06,GERMANY,carte_bancaire,failed
100457,5594.0,BEAUTE,9.66,EUR,01-03-2026,FR,carte_bancaire,pending
101272,5438.0,LIVRES,,EUR,2025-06-18,ch,cheque,Completed
100676,5687.0,Electroniqe,9.03,EUR,03/05/2026,United States,virement,refunded
100772,5534.0,Maison,43.34,,2025/06/18 13:35,BE,virement,failed
101814,5310.0,LIVRES,19.27,EUR,07-11-2025,United States,paypal,pending
101533,, mode,21.48,EUR,2025-05-29,CH,carte_bancaire,failed
102356,5263.0,MODE,17.6,EUR,14/09/2025,GERMANY,cheque,pending
101084,5083.0,livres,34.6,EUR,2025/11/06 14:58,Suisse,carte_bancaire,failed
101511,5102.0,Beauté ,20.61,eur,02-18-2026,USA,virement,completed
102404,5114.0,Livres,$110.62,EUR,05-09-2025,US,paypal,pending
100257,5280.0,SPORT,12.98,EUR,2025/07/18 13:26,USA,paypal,COMPLETED 
102272,5313.0,Sport,13.35,EUR,11-Jul-2025,USA,virement,pending
100368,5120.0,maison,$26.79,eur,2025/03/24 18:30,France,carte_bancaire,pending
102050,5107.0,Mode,-51.55,USD,2025/04/01 05:47,FRANCE,paypal,failed
100123,5655.0,Ã‰lectronique,146.72,EUR,08-18-2026,Allemagne,cheque,failed
102844,5258.0, mode,29.82,EUR,2025-04-16,États-Unis,paypal,COMPLETED 
100354,5295.0,livres,"24,12€",,2026-09-06,BE,carte_bancaire,pending
101299,5053.0,Maison,32.77,EUR,31-May-2026,US,cheque,completed
101864,5192.0,Beaute,79.35,EUR,2025/07/03 00:34,Belgique,paypal,COMPLETED 
102219,5571.0,Maison,,EUR,13/09/2025,BE,carte_bancaire,Completed
101196,5602.0,Maison,,EUR,NULL,Belgique,cheque,failed
101830,5275.0,LIVRES,46.4,EUR,10-27-2025,GERMANY,virement,refunded
102202,5567.0,Électronique,46.89,EUR,08-20-2025,CH,paypal,Completed
101302,5078.0,Mode,"20,96€",EUR,2026-06-20,France,carte_bancaire,Completed
100682,5540.0,Modes,15.3,eur,06-27-2025,ch,cheque,pending
102027,5249.0,MODE,15.81,EUR,2026/06/26 08:15,Allemagne,carte_bancaire,refunded
100507,5152.0,LIVRES,,EUR,12-01-2025,GERMANY,cheque,failed
100211,5331.0,Electronique,$68.17,EUR,27-May-2026,Belgique,virement,pending
101454,5615.0,beauté,40.81,EUR,31/12/2025,FR,paypal,failed
100819,5365.0,Sports,64.0,EUR,2026-04-13,Francia,paypal,pending
101650,5627.0,SPORT,41.33,EUR,2026/02/03 03:55,United States,paypal,completed
100059,5023.0,sport,76.05,eur,2025-04-08,SUISSE,paypal,Completed
100582,5340.0,Mode,43.36,EUR,06-21-2026,United States,cheque,refunded
100175,5517.0,Livre,51.65,USD,2025/07/06 02:32,United States,cheque,completed
101712,5623.0,Électronique,3.47,USD,03/09/2025,DE,virement,completed
100430,5049.0,MAISON ,8.46,EUR,2025-05-21,Francia,paypal,refunded
101507,,Beaute,57.96,EUR,2026/05/24 03:05,CH,carte_bancaire,COMPLETED 
100744,5440.0,BEAUTE,39.09,USD,2025-08-28,de,carte_bancaire,refunded
101362,5290.0,Maison,27.32,,07-02-2026,CH,cheque,completed
101097,5788.0,Mode,4.06,USD,2026-01-22,be,cheque,Completed
100506,5045.0,Sports,14.39,EUR,2025/06/06 03:34,GERMANY,virement,failed
100945,5665.0,Electroniqe,9.36,EUR,2025-05-25,États-Unis,cheque,COMPLETED 
101135,5676.0,Modes,58.42,EUR,27/01/2026,Suisse,paypal,pending
101023,5371.0,Electronique,168.69,EUR,2025/09/19 18:01,ch,carte_bancaire,refunded
100196,5183.0,Mode,11.07,USD,01-19-2026,FRANCE,virement,pending
102512,5091.0,Modes,40.21,EUR,18/08/2026,US,cheque,pending
100088,5646.0,MAISON ,15.23,EUR,2025-05-12,Suisse,virement,completed
101047,5235.0,Livres,5.94,EUR,2025/12/24 17:26,États-Unis,paypal,refunded
100028,5266.0,Modes,"31,91€",EUR,2025-12-23,FRANCE,virement,refunded
102025,5724.0,Livre,28.95,EUR,2026-08-06,Etats-Unis,carte_bancaire,failed
100093,5032.0,Électronique,20.67,EUR,09-05-2025,États-Unis,carte_bancaire,Completed
100678,5040.0,Maison,N/A,USD,15-Jul-2025,US,virement,pending
101034,5799.0,Modes,15.88,EUR,2025/03/31 23:33,DE,carte_bancaire,pending
100564,5680.0, mode,72.32,eur,2026-07-02,États-Unis,virement,COMPLETED 
100343,5694.0,beauté,15.55,EUR,07-07-2025,DE,cheque,Completed
102346,5575.0,MAISON ,15.94,EUR,n/a,Etats-Unis,carte_bancaire,completed
100025,5271.0,Electronique,27.11,EUR,2025-09-24,ch,cheque,Completed
100940,5254.0,Electroniqe,"7,75€",EUR,2026-06-18,France,carte_bancaire,pending
101859,5011.0,Livres,31.01,EUR,28/07/2026,be,cheque,Completed
100042,5363.0,Electronique,48.98,EUR,2026-03-18,BE,cheque,refunded
102795,5195.0,Électronique,11.43,EUR,04-Dec-2025,FRANCE,N/A,COMPLETED 
101488,5468.0,Livres,6.21,EUR,02/10/2025,ch,paypal,pending
101955,5279.0,MAISON ,65.36,USD,2026-01-25,Francia,paypal,refunded
102422,5440.0,Sports,"19,96€",EUR,12-Sep-2025,Suisse,virement,COMPLETED 
102574,5096.0,Ã‰lectronique,-259.49,EUR,2025/05/01 15:03,Suisse,virement,failed
100650,5107.0,Maisons,$129.55,EUR,2025-07-02,Etats-Unis,paypal,failed
100867,5509.0,livres,33.15,USD,10-15-2025,be,cheque,failed
101350,5335.0,livres,8.56,EUR,10-18-2025,Allemagne,carte_bancaire,completed
100067,5077.0, mode,60.53,EUR,2025-04-10,États-Unis,virement,failed
102249,5560.0,Maison,56.23,EUR,2025/11/16 20:33,CH,paypal,COMPLETED 
100621,5515.0,LIVRES,37.5,USD,28/05/2025,be,virement,refunded
100651,5184.0,Livres,67.62,EUR,04-20-2025,United States,paypal,completed
102195,5396.0,Beauté ,13.52,,06-26-2026,ch,cheque,COMPLETED 
100602,5255.0,Livre,53.66,EUR,12-16-2025,BELGIQUE,virement,Completed
100061,5785.0,ELECTRONIQUE,33.87,EUR,2026/08/24 16:33,United States,virement,COMPLETED 
100423,5785.0,maison,,USD,09/04/2026,GERMANY,carte_bancaire,failed
102171,5641.0,MODE,22.91,EUR,2026-01-26,BE,virement,completed
102805,5232.0,Sports,4.96,EUR,2026-06-19,BELGIQUE,virement,failed
101910,5060.0,Ã‰lectronique,116.66,,25-Dec-2025,USA,carte_bancaire,completed
100011,5055.0,Maisons,37.92,EUR,04-Nov-2025,be,cheque,Completed
101113,5791.0,Beauté ,38.33,EUR,24/07/2025,États-Unis,cheque,refunded
101477,5328.0,Beaute,35.79,EUR,05-06-2025,Francia,paypal,completed
101553,5715.0, mode,11.66,EUR,11/07/2025,de,cheque,COMPLETED 
100124,5697.0,Mode,41.6,EUR,24/03/2025,FR,carte_bancaire,failed
102541,5475.0,Électronique,"7,9€",EUR,2026/07/06 11:03,GERMANY,paypal,COMPLETED 
100053,5769.0,Sports,-,USD,29/06/2026,de,paypal,refunded
101866,5331.0,Maison,62.13,EUR,,FR,cheque,refunded
101872,5475.0,Électronique,18.59,EUR,05-Sep-2025,fr,paypal,refunded
100532,5752.0,Maisons,-23.12,EUR,2026/01/26 15:39,Belgique,-,completed
102009,5608.0,Livres,-57.04,EUR,11-12-2025,BE,virement,completed
101057,5485.0,sport,70.49,EUR,29/10/2025,USA,carte_bancaire,refunded
100057,5447.0,Mode,8.87,EUR,04-09-2026,be,NULL,COMPLETED 
101690,5007.0,Beauté ,"41,6€",EUR,19/08/2026,FRANCE,paypal,COMPLETED 
100785,5594.0,beauté,5.03,eur,05/04/2026,Allemagne,paypal,Completed
100557,5244.0,Mode,,EUR,2026-09-13,France,virement,COMPLETED 
102561,5759.0,Modes,26.5,EUR,03-17-2026,USA,paypal,Completed
101173,5568.0,sport,23.19,EUR,09-19-2025,BELGIQUE,paypal,Completed
100176,5468.0,Beauté ,24.82,EUR,05-15-2025,Francia,carte_bancaire,Completed
100322,5448.0,BEAUTE,11.75,EUR,10-Jun-2026,USA,paypal,pending
101188,5176.0,MAISON ,40.25,EUR,02/02/2026,ch,virement,Completed
101461,5588.0, mode,8.15,,2026-05-25,BELGIQUE,virement,Completed
102478,5613.0,Sports,-7.35,EUR,25/04/2025,BE,cheque,Completed
101545,5003.0,Livre,37.41,EUR,24/07/2026,BE,paypal,failed
100695,5042.0,BEAUTE,18.57,eur,03-01-2026,FRANCE,cheque,pending
101628,5098.0,Sport,-26.08,eur,2025-07-13,GERMANY,carte_bancaire,failed
100080,5758.0,Livres,-999,EUR,01-25-2026,BELGIQUE,cheque,refunded
102525,5215.0,Electroniqe,37.88,USD,21/07/2025,GERMANY,cheque,refunded
101149,5412.0,Sports,"11,45€",EUR,21-Apr-2025,Suisse,carte_bancaire,completed
101151,5513.0,Electroniqe,3.53,EUR,25-Feb-2026,GERMANY,cheque,Completed
100862,5444.0,LIVRES,"98,77€",EUR,07-Apr-2026,États-Unis,cheque,COMPLETED 
101260,5064.0,ELECTRONIQUE,40.55,EUR,14/06/2025,Allemagne,n/a,failed
100439,,Maisons,11670.0,EUR,05-Jun-2026,US,cheque,completed
100471,5287.0,LIVRES,3.09,,14/01/2026,ch,virement,failed
102230,5795.0,Sports,13.25,EUR,07/04/2025,Allemagne,cheque,refunded
102011,5481.0,Sport,12.35,EUR,2026-09-07,Francia,paypal,Completed
101706,5658.0,Electroniqe,44.94,EUR,2026/05/02 16:00,FR,paypal,failed
100812,5416.0,Beauté ,90.22,EUR,2025-07-05,FRANCE,virement,Completed
101234,5537.0,Electroniqe,11.9,EUR,2026-03-02,Etats-Unis,virement,failed
101444,5345.0,Ã‰lectronique,"10,93€",EUR,2025/09/04 17:34,United States,cheque,pending
100568,5341.0,Modes,-4.56,EUR,03-06-2026,Belgique,carte_bancaire,COMPLETED 
102425,5671.0,Mode,38.97,eur,06/10/2025,Allemagne,carte_bancaire,COMPLETED 
101653,5781.0, mode,17.85,EUR,2025-12-21,de,virement,refunded
