customer_id,avg_basket_30d,recency_days,nb_orders_90d,category_pref,week
6117,277.87,,1,Jardin,production_semaine_courante
6118,41.2,22.7,0,Jardin,production_semaine_courante
6119,16.55,1.1,1,Jardin,production_semaine_courante
6120,137.23,11.6,0,Mode,production_semaine_courante
6121,119.18,4.9,2,Mode,production_semaine_courante
6122,163.77,37.0,0,Maison,production_semaine_courante
6123,114.03,9.0,2,Beaute,production_semaine_courante
6124,56.41,34.3,0,Jardin,production_semaine_courante
6125,67.49,5.3,2,Mode,production_semaine_courante
6126,13.07,7.3,1,Sport,production_semaine_courante
6127,129.55,44.1,1,Beaute,production_semaine_courante
6128,48.93,3.4,1,Maison,production_semaine_courante
6129,183.56,13.0,0,Sport,production_semaine_courante
6130,51.64,,2,Mode,production_semaine_courante
6131,52.91,22.3,2,Jardin,production_semaine_courante
6132,44.62,2.1,0,Sport,production_semaine_courante
6133,115.14,8.6,0,Sport,production_semaine_courante
6134,18.69,18.0,0,Mode,production_semaine_courante
6135,40.29,7.8,0,Sport,production_semaine_courante
6136,186.8,,2,Mode,production_semaine_courante
6137,61.33,18.3,2,Mode,production_semaine_courante
6138,124.33,10.5,3,Mode,production_semaine_courante
6139,70.89,0.2,0,Electronique,production_semaine_courante
6140,168.4,,2,Beaute,production_semaine_courante
6141,80.09,37.9,1,Maison,production_semaine_courante
6142,397.31,1.8,1,Jardin,production_semaine_courante
6143,54.96,,0,Electronique,production_semaine_courante
6144,168.69,19.6,0,Electronique,production_semaine_courante
6145,8.76,1.1,1,Jardin,production_semaine_courante
6146,67.99,0.3,2,Electronique,production_semaine_courante
6147,22.85,9.4,1,Electronique,production_semaine_courante
6148,118.76,23.5,1,Mode,production_semaine_courante
6149,194.58,2.6,0,Jardin,production_semaine_courante
6150,75.09,27.2,1,Jardin,production_semaine_courante
6151,100.8,16.0,5,Maison,production_semaine_courante
6152,120.02,6.1,1,Livres,production_semaine_courante
6153,110.77,10.9,3,Sport,production_semaine_courante
6154,37.03,,1,Jardin,production_semaine_courante
6155,81.46,3.7,1,Electronique,production_semaine_courante
6156,99.91,10.4,1,Jardin,production_semaine_courante
6157,25.7,14.7,0,Mode,production_semaine_courante
6158,84.85,2.2,1,Maison,production_semaine_courante
6159,128.4,0.7,0,Mode,production_semaine_courante
6160,107.45,0.2,3,Livres,production_semaine_courante
6161,45.63,5.9,1,Livres,production_semaine_courante
6162,202.97,1.2,1,Sport,production_semaine_courante
6163,94.26,24.4,1,Livres,production_semaine_courante
6164,13.26,88.8,1,Beaute,production_semaine_courante
6165,152.19,,2,Jardin,production_semaine_courante
6166,41.78,8.5,0,Mode,production_semaine_courante
6167,47.28,0.4,1,Maison,production_semaine_courante
6168,44.0,2.2,1,Mode,production_semaine_courante
6169,28.51,5.8,1,Maison,production_semaine_courante
6170,183.62,7.5,1,Livres,production_semaine_courante
6171,82.01,42.1,1,Livres,production_semaine_courante
6172,57.79,7.6,1,Livres,production_semaine_courante
6173,26.02,10.3,0,Maison,production_semaine_courante
6174,139.6,4.2,0,Livres,production_semaine_courante
6175,126.76,,1,Maison,production_semaine_courante
6176,140.02,34.4,1,Jardin,production_semaine_courante
6177,128.29,1.3,2,Maison,production_semaine_courante
6178,75.08,50.0,1,Beaute,production_semaine_courante
6179,98.15,2.1,1,Jardin,production_semaine_courante
6180,160.89,13.9,1,Jardin,production_semaine_courante
6181,130.28,,1,Maison,production_semaine_courante
6182,112.17,2.2,2,Maison,production_semaine_courante
6183,133.69,8.3,0,Maison,production_semaine_courante
6184,33.51,22.7,1,Maison,production_semaine_courante
6185,31.79,0.5,0,Livres,production_semaine_courante
6186,82.92,17.6,0,Jardin,production_semaine_courante
6187,42.98,1.3,2,Electronique,production_semaine_courante
6188,142.26,4.0,2,Beaute,production_semaine_courante
6189,58.86,2.6,1,Jardin,production_semaine_courante
6190,35.88,35.7,1,Electronique,production_semaine_courante
6191,198.35,3.0,0,Sport,production_semaine_courante
6192,32.5,0.6,1,Jardin,production_semaine_courante
6193,61.02,13.3,2,Jardin,production_semaine_courante
6194,108.45,6.4,0,Sport,production_semaine_courante
6195,25.44,,1,Electronique,production_semaine_courante
6196,22.63,1.9,1,Electronique,production_semaine_courante
6197,246.43,20.7,3,Beaute,production_semaine_courante
6198,64.16,13.8,1,Electronique,production_semaine_courante
6199,75.27,6.8,0,Electronique,production_semaine_courante
6200,102.41,2.8,2,Jardin,production_semaine_courante
6201,52.74,13.5,0,Jardin,production_semaine_courante
6202,79.11,22.6,3,Jardin,production_semaine_courante
6203,12.07,5.6,3,Electronique,production_semaine_courante
6204,111.57,,0,Mode,production_semaine_courante
6205,86.79,3.6,1,Jardin,production_semaine_courante
6206,129.5,17.2,1,Livres,production_semaine_courante
6207,50.27,67.8,0,Jardin,production_semaine_courante
6208,138.1,0.2,1,Jardin,production_semaine_courante
6209,19.19,5.5,2,Jardin,production_semaine_courante
6210,28.02,1.0,1,Sport,production_semaine_courante
6211,53.35,5.7,4,Maison,production_semaine_courante
6212,59.86,,4,Beaute,production_semaine_courante
6213,71.65,38.0,0,Beaute,production_semaine_courante
6214,94.94,1.3,2,Maison,production_semaine_courante
6215,22.29,22.5,3,Jardin,production_semaine_courante
6216,94.24,7.6,2,Electronique,production_semaine_courante
6217,109.9,25.0,3,Jardin,production_semaine_courante
6218,129.23,10.8,1,Electronique,production_semaine_courante
6219,26.62,0.6,2,Sport,production_semaine_courante
6220,38.36,43.8,1,Jardin,production_semaine_courante
6221,115.59,,1,Electronique,production_semaine_courante
6222,57.03,13.7,2,Sport,production_semaine_courante
6223,75.74,31.5,0,Mode,production_semaine_courante
6224,52.23,1.2,1,Jardin,production_semaine_courante
6225,33.57,12.1,1,Jardin,production_semaine_courante
6226,89.09,26.1,1,Jardin,production_semaine_courante
6227,99.95,64.4,1,Jardin,production_semaine_courante
6228,40.81,19.3,3,Livres,production_semaine_courante
6229,31.89,4.9,2,Mode,production_semaine_courante
6230,53.22,18.0,1,Maison,production_semaine_courante
6231,41.78,18.4,3,Sport,production_semaine_courante
6232,9.79,18.1,1,Beaute,production_semaine_courante
6233,79.27,28.9,0,Jardin,production_semaine_courante
6234,117.03,1.4,0,Mode,production_semaine_courante
6235,36.81,1.7,2,Electronique,production_semaine_courante
6236,157.66,15.4,1,Sport,production_semaine_courante
6237,119.8,46.1,3,Mode,production_semaine_courante
6238,41.75,9.4,2,Livres,production_semaine_courante
6239,19.6,48.5,1,Beaute,production_semaine_courante
6240,48.61,41.7,0,Livres,production_semaine_courante
6241,44.01,35.0,1,Electronique,production_semaine_courante
6242,35.45,36.1,1,Jardin,production_semaine_courante
6243,58.97,34.3,1,Electronique,production_semaine_courante
6244,32.06,25.7,1,Maison,production_semaine_courante
6245,74.82,,2,Livres,production_semaine_courante
6246,105.91,0.4,0,Electronique,production_semaine_courante
6247,28.96,2.1,0,Electronique,production_semaine_courante
6248,54.8,2.2,1,Electronique,production_semaine_courante
6249,7.33,0.4,0,Beaute,production_semaine_courante
6250,72.32,1.9,0,Jardin,production_semaine_courante
6251,76.84,37.8,1,Beaute,production_semaine_courante
6252,33.08,16.4,3,Beaute,production_semaine_courante
6253,90.99,5.6,2,Maison,production_semaine_courante
6254,16.68,23.7,2,Electronique,production_semaine_courante
6255,85.81,,1,Electronique,production_semaine_courante
6256,7.74,2.3,0,Jardin,production_semaine_courante
6257,100.73,32.4,1,Electronique,production_semaine_courante
6258,74.69,6.2,1,Jardin,production_semaine_courante
6259,23.25,18.0,1,Mode,production_semaine_courante
6260,90.66,5.1,2,Livres,production_semaine_courante
6261,31.39,,2,Jardin,production_semaine_courante
6262,66.5,25.4,4,Maison,production_semaine_courante
6263,187.52,2.6,2,Livres,production_semaine_courante
6264,172.96,56.7,0,Maison,production_semaine_courante
6265,97.04,1.1,0,Maison,production_semaine_courante
6266,147.94,11.5,1,Mode,production_semaine_courante
6267,9.03,37.2,3,Jardin,production_semaine_courante
6268,147.27,43.7,1,Mode,production_semaine_courante
6269,52.03,4.0,0,Mode,production_semaine_courante
6270,65.23,2.3,2,Jardin,production_semaine_courante
6271,48.96,19.3,1,Maison,production_semaine_courante
6272,63.31,0.6,0,Maison,production_semaine_courante
6273,45.43,10.0,1,Jardin,production_semaine_courante
6274,232.16,23.9,2,Maison,production_semaine_courante
6275,45.19,12.3,1,Maison,production_semaine_courante
6276,51.17,3.1,3,Jardin,production_semaine_courante
6277,24.8,10.0,0,Maison,production_semaine_courante
6278,107.98,38.1,3,Mode,production_semaine_courante
6279,123.86,14.4,2,Maison,production_semaine_courante
6280,92.4,19.2,1,Livres,production_semaine_courante
6281,50.37,6.1,1,Electronique,production_semaine_courante
6282,70.32,3.1,2,Maison,production_semaine_courante
6283,33.31,4.4,0,Maison,production_semaine_courante
6284,153.13,11.4,0,Mode,production_semaine_courante
6285,106.82,,2,Livres,production_semaine_courante
6286,36.6,11.7,0,Mode,production_semaine_courante
6287,54.24,18.5,3,Beaute,production_semaine_courante
6288,40.84,19.9,3,Sport,production_semaine_courante
6289,48.3,2.7,0,Mode,production_semaine_courante
6290,19.23,,2,Mode,production_semaine_courante
6291,77.81,16.8,2,Mode,production_semaine_courante
6292,53.44,0.2,1,Electronique,production_semaine_courante
6293,93.29,0.9,3,Beaute,production_semaine_courante
6294,16.63,,2,Livres,production_semaine_courante
6295,88.5,7.3,1,Mode,production_semaine_courante
6296,161.65,2.4,4,Beaute,production_semaine_courante
6297,96.62,0.7,0,Jardin,production_semaine_courante
6298,202.3,2.6,2,Electronique,production_semaine_courante
6299,39.97,47.4,0,Sport,production_semaine_courante
6300,6.24,,1,Livres,production_semaine_courante
6301,54.42,11.3,3,Electronique,production_semaine_courante
6302,133.51,,0,Jardin,production_semaine_courante
6303,39.61,14.5,2,Jardin,production_semaine_courante
6304,75.79,19.4,1,Electronique,production_semaine_courante
6305,102.62,5.0,2,Jardin,production_semaine_courante
6306,158.36,13.3,2,Maison,production_semaine_courante
6307,102.87,2.3,3,Electronique,production_semaine_courante
6308,101.46,7.8,2,Sport,production_semaine_courante
6309,95.26,0.5,0,Electronique,production_semaine_courante
6310,138.9,3.7,1,Sport,production_semaine_courante
6311,30.79,,1,Electronique,production_semaine_courante
6312,22.74,7.4,3,Livres,production_semaine_courante
6313,52.76,27.8,1,Sport,production_semaine_courante
6314,136.78,7.1,0,Sport,production_semaine_courante
6315,86.73,26.7,0,Mode,production_semaine_courante
6316,196.44,16.0,2,Maison,production_semaine_courante
6317,52.32,10.7,3,Mode,production_semaine_courante
6318,43.01,4.1,2,Livres,production_semaine_courante
6319,17.41,,0,Mode,production_semaine_courante
6320,111.11,0.8,0,Beaute,production_semaine_courante
6321,176.04,17.5,1,Mode,production_semaine_courante
6322,112.96,,2,Livres,production_semaine_courante
6323,64.66,,2,Sport,production_semaine_courante
6324,30.89,4.1,2,Maison,production_semaine_courante
6325,111.64,8.5,1,Livres,production_semaine_courante
6326,31.43,30.9,1,Maison,production_semaine_courante
6327,91.66,27.2,2,Jardin,production_semaine_courante
6328,66.49,,1,Livres,production_semaine_courante
6329,7.35,5.5,3,Sport,production_semaine_courante
6330,57.38,7.3,1,Jardin,production_semaine_courante
6331,66.41,0.3,3,Jardin,production_semaine_courante
6332,36.95,43.0,0,Sport,production_semaine_courante
6333,53.68,6.0,0,Electronique,production_semaine_courante
6334,61.2,7.8,1,Beaute,production_semaine_courante
6335,109.96,35.8,1,Maison,production_semaine_courante
6336,75.28,11.2,1,Sport,production_semaine_courante
6337,34.67,12.5,1,Beaute,production_semaine_courante
6338,148.34,2.9,2,Beaute,production_semaine_courante
6339,43.8,10.4,1,Livres,production_semaine_courante
6340,43.77,37.6,1,Livres,production_semaine_courante
6341,196.74,,0,Electronique,production_semaine_courante
6342,72.87,4.4,2,Mode,production_semaine_courante
6343,124.44,0.5,0,Beaute,production_semaine_courante
6344,64.79,6.1,0,Maison,production_semaine_courante
6345,34.23,12.8,1,Jardin,production_semaine_courante
6346,61.67,,0,Electronique,production_semaine_courante
6347,61.78,14.1,1,Mode,production_semaine_courante
6348,27.49,11.1,1,Beaute,production_semaine_courante
6349,51.64,22.9,0,Sport,production_semaine_courante
6350,45.47,,1,Mode,production_semaine_courante
6351,68.34,22.8,0,Maison,production_semaine_courante
6352,139.47,11.0,0,Electronique,production_semaine_courante
6353,49.51,6.9,1,Electronique,production_semaine_courante
6354,83.13,,2,Electronique,production_semaine_courante
6355,99.99,2.6,1,Beaute,production_semaine_courante
6356,178.39,11.7,0,Jardin,production_semaine_courante
6357,76.71,5.8,1,Mode,production_semaine_courante
6358,63.28,,0,Electronique,production_semaine_courante
6359,27.25,12.1,0,Livres,production_semaine_courante
6360,78.31,,0,Jardin,production_semaine_courante
6361,137.7,16.2,1,Electronique,production_semaine_courante
6362,55.14,15.1,0,Maison,production_semaine_courante
6363,262.45,22.0,0,Mode,production_semaine_courante
6364,55.59,1.4,0,Electronique,production_semaine_courante
6365,44.5,5.3,0,Beaute,production_semaine_courante
6366,53.86,15.8,1,Jardin,production_semaine_courante
6367,68.81,2.2,1,Livres,production_semaine_courante
6368,72.73,17.0,1,Jardin,production_semaine_courante
6369,62.47,0.9,0,Maison,production_semaine_courante
6370,21.84,6.1,0,Jardin,production_semaine_courante
6371,42.54,28.1,2,Mode,production_semaine_courante
6372,82.92,22.3,1,Electronique,production_semaine_courante
6373,77.95,15.5,0,Livres,production_semaine_courante
6374,94.99,30.7,1,Maison,production_semaine_courante
6375,121.96,18.5,1,Maison,production_semaine_courante
6376,15.72,11.0,4,Livres,production_semaine_courante
6377,34.52,58.5,0,Maison,production_semaine_courante
6378,88.93,,2,Beaute,production_semaine_courante
6379,148.9,13.8,1,Mode,production_semaine_courante
6380,173.49,7.9,0,Jardin,production_semaine_courante
6381,140.9,34.9,0,Maison,production_semaine_courante
6382,122.43,5.3,2,Sport,production_semaine_courante
6383,61.48,0.1,2,Electronique,production_semaine_courante
6384,98.39,3.3,1,Jardin,production_semaine_courante
6385,37.31,1.7,1,Beaute,production_semaine_courante
6386,67.6,5.8,0,Mode,production_semaine_courante
6387,107.82,26.2,3,Mode,production_semaine_courante
6388,106.79,15.8,1,Mode,production_semaine_courante
6389,35.03,2.8,2,Beaute,production_semaine_courante
6390,24.9,23.3,1,Sport,production_semaine_courante
6391,9.0,10.5,0,Mode,production_semaine_courante
6392,216.39,10.8,0,Livres,production_semaine_courante
6393,15.05,6.7,0,Jardin,production_semaine_courante
6394,88.56,30.0,2,Electronique,production_semaine_courante
6395,54.08,5.7,1,Maison,production_semaine_courante
6396,69.87,1.5,0,Beaute,production_semaine_courante
6397,33.72,5.4,1,Beaute,production_semaine_courante
6398,94.71,18.8,1,Electronique,production_semaine_courante
6399,93.48,16.1,3,Mode,production_semaine_courante
6400,173.2,3.1,0,Electronique,production_semaine_courante
6401,117.54,1.8,3,Beaute,production_semaine_courante
6402,71.42,16.2,3,Beaute,production_semaine_courante
6403,66.26,16.9,3,Mode,production_semaine_courante
6404,84.2,6.8,2,Maison,production_semaine_courante
6405,125.03,27.8,3,Maison,production_semaine_courante
6406,29.04,,0,Jardin,production_semaine_courante
6407,37.65,3.5,0,Mode,production_semaine_courante
6408,14.53,12.9,2,Sport,production_semaine_courante
6409,57.87,0.1,1,Jardin,production_semaine_courante
6410,20.75,,3,Jardin,production_semaine_courante
6411,70.46,8.0,1,Livres,production_semaine_courante
6412,161.86,,1,Mode,production_semaine_courante
6413,39.3,20.9,0,Jardin,production_semaine_courante
6414,135.21,25.0,0,Livres,production_semaine_courante
6415,107.93,1.8,2,Livres,production_semaine_courante
6416,54.09,0.6,0,Electronique,production_semaine_courante
6417,115.91,6.1,1,Electronique,production_semaine_courante
6418,92.59,14.8,0,Livres,production_semaine_courante
6419,7.28,23.7,2,Jardin,production_semaine_courante
6420,175.58,,2,Jardin,production_semaine_courante
6421,102.66,13.0,0,Jardin,production_semaine_courante
6422,100.74,,1,Sport,production_semaine_courante
6423,27.89,,1,Maison,production_semaine_courante
6424,70.22,14.2,2,Livres,production_semaine_courante
6425,190.61,10.9,0,Livres,production_semaine_courante
6426,65.63,31.9,2,Livres,production_semaine_courante
6427,32.5,4.0,1,Jardin,production_semaine_courante
6428,89.03,4.6,2,Maison,production_semaine_courante
6429,77.43,2.1,0,Electronique,production_semaine_courante
6430,70.01,25.7,0,Jardin,production_semaine_courante
6431,73.88,8.0,2,Mode,production_semaine_courante
6432,73.68,6.4,1,Livres,production_semaine_courante
6433,152.43,,1,Jardin,production_semaine_courante
6434,49.65,39.2,1,Maison,production_semaine_courante
6435,151.2,53.6,3,Jardin,production_semaine_courante
6436,25.71,,1,Maison,production_semaine_courante
6437,108.01,33.3,3,Jardin,production_semaine_courante
6438,102.8,6.0,2,Electronique,production_semaine_courante
6439,40.59,0.2,0,Livres,production_semaine_courante
6440,40.85,,1,Livres,production_semaine_courante
6441,123.85,10.7,2,Sport,production_semaine_courante
6442,53.35,1.7,2,Livres,production_semaine_courante
6443,122.85,,0,Jardin,production_semaine_courante
6444,84.74,25.7,1,Livres,production_semaine_courante
6445,48.02,7.1,0,Jardin,production_semaine_courante
6446,115.3,6.5,1,Maison,production_semaine_courante
6447,201.75,6.2,3,Sport,production_semaine_courante
6448,185.25,,1,Mode,production_semaine_courante
6449,45.65,0.7,0,Jardin,production_semaine_courante
6450,11.67,8.8,0,Electronique,production_semaine_courante
6451,156.43,4.6,1,Maison,production_semaine_courante
6452,109.54,33.6,1,Mode,production_semaine_courante
6453,82.62,1.5,1,Maison,production_semaine_courante
6454,64.58,8.0,0,Jardin,production_semaine_courante
6455,162.04,7.8,3,Maison,production_semaine_courante
6456,74.34,32.9,3,Jardin,production_semaine_courante
6457,74.3,3.6,2,Maison,production_semaine_courante
6458,81.24,,2,Jardin,production_semaine_courante
6459,101.05,2.2,0,Sport,production_semaine_courante
6460,210.72,46.2,1,Maison,production_semaine_courante
6461,65.68,13.5,1,Maison,production_semaine_courante
6462,4.34,14.8,0,Maison,production_semaine_courante
6463,316.76,8.5,0,Mode,production_semaine_courante
6464,80.92,,2,Mode,production_semaine_courante
6465,63.48,3.6,0,Mode,production_semaine_courante
6466,127.63,13.9,2,Maison,production_semaine_courante
6467,299.36,,1,Beaute,production_semaine_courante
6468,37.21,6.7,0,Maison,production_semaine_courante
6469,34.24,32.2,1,Livres,production_semaine_courante
6470,34.55,2.4,3,Jardin,production_semaine_courante
6471,125.37,41.3,1,Maison,production_semaine_courante
6472,85.98,,3,Sport,production_semaine_courante
6473,147.85,,2,Mode,production_semaine_courante
6474,58.26,9.3,4,Maison,production_semaine_courante
6475,45.91,19.0,2,Livres,production_semaine_courante
6476,43.19,19.1,0,Mode,production_semaine_courante
6477,43.73,9.8,0,Mode,production_semaine_courante
6478,51.03,11.1,0,Maison,production_semaine_courante
6479,136.25,0.5,1,Jardin,production_semaine_courante
6480,75.84,5.4,0,Beaute,production_semaine_courante
6481,69.88,6.4,1,Jardin,production_semaine_courante
6482,26.07,,0,Jardin,production_semaine_courante
6483,29.89,12.3,0,Mode,production_semaine_courante
6484,110.47,18.6,0,Electronique,production_semaine_courante
6485,62.82,18.9,1,Maison,production_semaine_courante
6486,198.25,4.0,1,Sport,production_semaine_courante
6487,22.86,,0,Sport,production_semaine_courante
6488,236.34,0.3,1,Electronique,production_semaine_courante
6489,25.23,18.9,0,Electronique,production_semaine_courante
6490,89.41,1.6,1,Electronique,production_semaine_courante
6491,6.79,19.6,1,Jardin,production_semaine_courante
6492,67.15,11.2,3,Jardin,production_semaine_courante
6493,35.11,,1,Electronique,production_semaine_courante
6494,64.33,,0,Mode,production_semaine_courante
6495,63.45,0.6,0,Electronique,production_semaine_courante
6496,26.18,3.8,1,Jardin,production_semaine_courante
6497,28.52,14.4,1,Jardin,production_semaine_courante
6498,104.74,28.2,6,Mode,production_semaine_courante
6499,66.34,7.2,2,Maison,production_semaine_courante
6500,50.35,4.5,1,Maison,production_semaine_courante
6501,64.14,11.0,1,Sport,production_semaine_courante
6502,61.85,14.6,0,Livres,production_semaine_courante
6503,27.64,8.2,0,Sport,production_semaine_courante
6504,6.39,31.4,1,Jardin,production_semaine_courante
6505,37.52,11.1,3,Electronique,production_semaine_courante
6506,158.99,0.5,0,Jardin,production_semaine_courante
6507,147.28,3.8,1,Maison,production_semaine_courante
6508,135.96,9.0,2,Maison,production_semaine_courante
6509,105.74,17.9,5,Livres,production_semaine_courante
6510,253.9,3.7,3,Jardin,production_semaine_courante
6511,104.46,56.1,1,Livres,production_semaine_courante
6512,69.93,5.8,0,Jardin,production_semaine_courante
6513,13.63,,2,Jardin,production_semaine_courante
6514,81.1,0.3,0,Maison,production_semaine_courante
6515,48.15,32.4,1,Jardin,production_semaine_courante
6516,64.66,23.3,0,Jardin,production_semaine_courante
6517,145.85,3.3,1,Sport,production_semaine_courante
6518,113.84,40.6,0,Sport,production_semaine_courante
6519,101.36,,1,Jardin,production_semaine_courante
6520,51.69,17.7,1,Jardin,production_semaine_courante
6521,90.39,25.6,0,Maison,production_semaine_courante
6522,310.28,20.3,3,Jardin,production_semaine_courante
6523,153.92,37.4,3,Jardin,production_semaine_courante
6524,43.14,30.0,3,Mode,production_semaine_courante
6525,70.85,78.4,1,Livres,production_semaine_courante
6526,84.07,3.0,2,Mode,production_semaine_courante
6527,61.76,5.5,2,Electronique,production_semaine_courante
6528,253.35,15.2,1,Beaute,production_semaine_courante
6529,67.01,19.8,1,Jardin,production_semaine_courante
6530,84.04,11.5,0,Electronique,production_semaine_courante
6531,139.24,1.2,0,Jardin,production_semaine_courante
6532,63.27,27.6,0,Sport,production_semaine_courante
6533,23.82,48.6,0,Jardin,production_semaine_courante
